Address,Price,Bedrooms,Bathrooms,Property_type,Floor_area,Date,County,zip_code
"Manor, Tulsk,  Roscommon, F45DX39",40000,4,1,Bungalow,16 ac,2023-12-22, Roscommon,F45DX39
"Portaliff House, Portaliffe, Killeshandra,  Cavan",275000,3,2,Site,205 m²,2023-12-22, Cavan, Cavan
"Cloonfiugh, Killashee,  Longford, N39ED21",329000,4,3,Detached,41 m²,2023-12-22, Longford,N39ED21
"24 Rialto Cottages, Dublin 8, Rialto, Dublin 8, D08R7P8",375000,5,3,Terrace,189 m²,2023-12-22,Dublin,D08R7P8
"Hanley's Cross, Ballingarry,  Limerick",60000,3,2,Detached,192 m²,2023-12-22, Limerick, Limerick
"Willow, Killybegs, Inch,  Wexford, Y25R299",575000,4,1,Detached,238 m²,2023-12-22, Wexford,Y25R299
"Market Square, Charlestown,  Mayo, F12EH70",235000,3,1,Terrace,0.15 ac,2023-12-22, Mayo,F12EH70
"7 Abbotstown Drive, Finglas, Dublin 11, D11H2W8",249950,3,3,Terrace,136 m²,2023-12-22,Dublin,D11H2W8
"Lordello House, Lordello Road Rathmichael, Rathmichael,  Dublin, D18V8K0",7750000,4,2,Site,128 m²,2023-12-22, Dublin,D18V8K0
"11 Rathroe Meadows, Ramsgrange,  Wexford, Y34RK79",320000,3,1,Detached,105 m²,2023-12-22, Wexford,Y34RK79
"Edoxtown, Tara, Navan,  Meath, C15N253",375000,5,2,Bungalow,209 m²,2023-12-22, Meath,C15N253
"8 Prospect Farm, Windmill Hill, Youghal,  Cork, P36YX06",310000,7,2,Detached,88 m²,2023-12-22, Cork,P36YX06
"Woodlands East, High Road, Cobh,  Cork, P24PC91",395000,2,1,Semi-D,105 m²,2023-12-22, Cork,P24PC91
"17 Hawthorn Close, Creagh, Ballinasloe,  Galway, H53F621",215000,4,2,Detached,0.75 ac,2023-12-22, Galway,H53F621
"6 Saint Francis' Square, Dublin 8, D08E6A2",300000,2,1,Terrace,51 m²,2023-12-22,Dublin,D08E6A2
"11 Granby Row, Carlow Town,  Carlow, R93YR79",228500,1,1,Terrace,102 m²,2023-12-22, Carlow,R93YR79
"Knock Road, Ballyhaunis,  Mayo",45000,4,1,Site,8.75 ac,2023-12-22, Mayo, Mayo
"Milltown, Milltown,  Galway",70000,2,2,Site,4 ac,2023-12-22, Galway, Galway
"Apartments 1 & 2, 35 / 36 James Street, Drogheda,  Louth, A92WP3C",295000,3,2,Apartment,95 m²,2023-12-22, Louth,A92WP3C
"67 Annamoe Road, Cabra, Dublin 7, D07XK71",650000,3,1,Semi-D,113 m²,2023-12-22,Dublin,D07XK71
"37 Murphy's Terrace, Millstreet,  Cork, P51HF67",148000,2,1,Semi-D,70 m²,2023-12-22, Cork,P51HF67
"5 Turry Close, Turry Meadows, Athboy,  Meath, C15HW77",199000,3,2,Apartment,77 m²,2023-12-22, Meath,C15HW77
"Annestown House, Annestown,  Waterford, X91X6F9",2500000,6,6,Site,10 ac,2023-12-22, Waterford,X91X6F9
"109 Ardglass, Baltinglass,  Wicklow, W91N767",295000,3,2,Detached,101 m²,2023-12-22, Wicklow,W91N767
"Coole, Grove Road, Malahide,  Dublin, K36NH10",1775000,7,8,Detached,144 m²,2023-12-22, Dublin,K36NH10
"Parkboy, Ballyroe, Tralee,  Kerry, V92D7HP",725000,5,4,Detached,413 m²,2023-12-22, Kerry,V92D7HP
"Kilmissan, Ballymurphy,  Carlow",65000,4,3,Site,1 ac,2023-12-22, Carlow, Carlow
"BALLYOGAN HOUSE, Ballyogan House, Graiguenamanagh,  Kilkenny, R95V663",1300000,4,5,Detached,320 m²,2023-12-22, Kilkenny,R95V663
"1 Ashford Pines, Cong,  Mayo, F31Y544",730000,5,3,Detached,246 m²,2023-12-22, Mayo,F31Y544
"Meenacreige Ardsbeg, Gortahork,  Donegal",32000,4,2,Site,0.5 ac,2023-12-22, Donegal, Donegal
"55 Dunbeag, Newport Road, Castlebar,  Mayo, F23D762",230000,3,1,End of Terrace,91 m²,2023-12-22, Mayo,F23D762
"109 Chesnut Walk, Rath Úllord, Kilkenny,  Kilkenny, R95DTX0",650000,5,4,Detached,208 m²,2023-12-22, Kilkenny,R95DTX0
"58 Clonsilla Road, Blanchardstown, Dublin 15, D15KD2V",495000,4,2,Semi-D,131 m²,2023-12-22,Dublin,D15KD2V
"10 Oak Meadows, Drumsna, Carrick-on-shannon, Carrick-on-Shannon,  Leitrim, N41H907",375000,5,4,Detached,179 m²,2023-12-22, Leitrim,N41H907
"4 Saint Martin's Court, Rosslare Harbour,  Wexford, Y35D761",215000,3,3,End of Terrace,90 m²,2023-12-22, Wexford,Y35D761
"The Port, Inver,  Donegal",90000,3,1,Site,0.75 ac,2023-12-22, Donegal, Donegal
"The Rock House, Lower Midleton Street, Cobh,  Cork, P24K772",230000,3,2,Terrace,84 m²,2023-12-22, Cork,P24K772
"10 Home Rule Terrace, Chapel Lane, Skibbereen,  Cork, P81YK19",250000,3,2,Terrace,111 m²,2023-12-22, Cork,P81YK19
"Kimego West, Cahersiveen,  Kerry, V23DF83",450000,2,1,Detached,556 m²,2023-12-22, Kerry,V23DF83
"Timanagh, Ballintubber,  Roscommon",75000,3,2,Detached,156 m²,2023-12-22, Roscommon, Roscommon
"7 Carraig Nua, Tulla, Ennis,  Clare",350000,5,4,Detached,0.12 ac,2023-12-22, Clare, Clare
"Kilquane Lodge, Larkins Cross, Corbally,  Limerick",750000,5,3,Detached,164 m²,2023-12-22, Limerick, Limerick
"3 Carraig Nua, Tulla, Ennis,  Clare",400000,7,3,Detached,0.86 ac,2023-12-22, Clare, Clare
"Meadow Court, Newcastle West,  Limerick",100000,1,1,Site,0.75 ac,2023-12-22, Limerick, Limerick
"36 Whitethorn Drive, Inniscarra View, Ballincollig,  Cork, P31HD00",360000,4,2,Semi-D,212 m²,2023-12-22, Cork,P31HD00
"Dunluce House, Racoona, Knockdoe, Claregalway,  Galway, H54PW57",775000,4,2,Detached,466 m²,2023-12-22, Galway,H54PW57
"Arnestown, New Ross,  Wexford, Y34N798",495000,3,1,Detached,192 m²,2023-12-22, Wexford,Y34N798
"Gladree, Belmullet,  Mayo",50000,2,1,Site,0.75 ac,2023-12-22, Mayo, Mayo
"84 Rian Luachra, Ballybane, Galway City Centre, H91N8NR",235000,3,1,Semi-D,47 m²,2023-12-22,Dublin,H91N8NR
"20 Temple Cottages, Broadstone, Dublin 7, D07C3K7",295000,3,1,Terrace,117 m²,2023-12-22,Dublin,D07C3K7
"Main Street, Miltown Malbay,  Clare, V95W2T2",150000,5,1,End of Terrace,338 m²,2023-12-22, Clare,V95W2T2
"5 Ath Mé­n, Ballinameen, Boyle,  Roscommon, F52PT67",148000,5,4,Semi-D,90 m²,2023-12-22, Roscommon,F52PT67
"45 Moyderwell, Tralee,  Kerry, V92V9HX",180000,9,9,Terrace,0.5 ac,2023-12-22, Kerry,V92V9HX
"Goodwood Lodge, Tuckmilltown, Straffan,  Kildare, W23C623",995000,3,1,Detached,0.06 ac,2023-12-22, Kildare,W23C623
"'Hollybrook House', Drumaghy, Ardara,  Donegal, F94TA44",495000,6,3,Detached,74 m²,2023-12-22, Donegal,F94TA44
"Marlyn, Avondale Drive, Wexford Town,  Wexford, Y35P5F6",275000,3,1,Detached,0.64 ac,2023-12-22, Wexford,Y35P5F6
"Gortnaskeha, Ballybunion,  Kerry",50000,3,1,Site,115 m²,2023-12-22, Kerry, Kerry
"60A Butterfield Park, Rathfarnham, Dublin 14, D14Y165",415000,4,4,Site,192 m²,2023-12-22,Dublin,D14Y165
"23 College Park, Kildare,  Kildare, W12YD86",490000,4,3,Detached,204 m²,2023-12-22, Kildare,W12YD86
"6 Christendom Avenue, Abbeylands, Ferrybank,  Waterford, X91W2FR",190000,3,3,Terrace,87 m²,2023-12-22, Waterford,X91W2FR
"Seashore, Doon East, Ballybunion,  Kerry, V31Y263",695000,6,5,Detached,320 m²,2023-12-22, Kerry,V31Y263
"Killavoggy, Dromahair,  Leitrim",70000,2,1,Detached,110 m²,2023-12-22, Leitrim, Leitrim
"Cahirkeem, Eyeries,  Cork, P75NH57",795000,5,2,Detached,365 m²,2023-12-22, Cork,P75NH57
"5 Dún Breandan, Saint Brendan's Road, Lisdoonvarna,  Clare, V95Y678",200000,3,2,Detached,107 m²,2023-12-22, Clare,V95Y678
"35 The View, Carrickmines Manor, Carrickmines, Dublin 18, D18EC83",315000,2,1,Apartment,255 m²,2023-12-22,Dublin,D18EC83
"Park, Galbally,  Limerick, E34TV07",395000,4,3,Detached,121 m²,2023-12-22, Limerick,E34TV07
"Carlow Road, Abbeyleix,  Laois, R32P8N2",350000,4,2,Detached,3 ac,2023-12-22, Laois,R32P8N2
"Treanlaur, Midfield, Swinford,  Mayo",55000,3,1,Site,0.73 ac,2023-12-22, Mayo, Mayo
"Land at Drumany, Dromahair,  Leitrim",20000,3,1,Site,83 m²,2023-12-22, Leitrim, Leitrim
"1 Saint Oliver's Park, Kilsaran, Castlebellingham,  Louth, A91CD51",220000,3,1,End of Terrace,82 m²,2023-12-22, Louth,A91CD51
"Marconi House, Crookhaven,  Cork",895000,5,4,Townhouse,237 m²,2023-12-22, Cork, Cork
"44 Davitt Road North, Wexford Town,  Wexford, Y35V1W5",225000,3,3,Semi-D,110 m²,2023-12-22, Wexford,Y35V1W5
"Glen, Clonea, Dungarvan,  Waterford, X35N129",750000,1,1,Detached,2.9 ac,2023-12-22, Waterford,X35N129
"9 Castlelea View, Portarlington,  Laois, R32V0D2",250000,4,3,Semi-D,68 m²,2023-12-22, Laois,R32V0D2
"77 Russell House, 33 Mountjoy Square Apartments, Dublin 1, D01NY61",325000,2,1,Apartment,0.5 ac,2023-12-22,Dublin,D01NY61
"Derrygowna, Lanesborough,  Longford, N39PT88",49000,4,1,Site,120 m²,2023-12-22, Longford,N39PT88
"Tarmons East, Tarbert,  Kerry, V31CF40",225000,7,3,Detached,1.5 ac,2023-12-22, Kerry,V31CF40
"Banogue, Croom,  Limerick",90000,3,1,Site,548 m²,2023-12-22, Limerick, Limerick
"Tearmann, Tara Hill, Tara Hill,  Wexford, Y25H290",1250000,4,2,Detached,0.5 ac,2023-12-22, Wexford,Y25H290
"Derelict house on c. 1 acre Menlough Village, Menlough,  Galway",90000,7,3,Detached,0.74 ac,2023-12-22, Galway, Galway
"0.5 acre site Castleblakeney, Castleblakeney,  Galway",30000,4,4,Site,121 m²,2023-12-22, Galway, Galway
"Graigueagowan, Portumna,  Galway",35000,2,1,Site,548 m²,2023-12-22, Galway, Galway
"LOWER BALLYBRACK, Moville,  Donegal, F93X88V",555000,2,2,Bungalow,475 m²,2023-12-22, Donegal,F93X88V
"Tearmann, Tara Hill, Gorey,  Wexford, Y25H290",1250000,2,1,Detached,58 m²,2023-12-22, Wexford,Y25H290
"Quails Wood House Coolattin, Shillelagh,  Wicklow, Y14RX25",890000,3,2,Detached,0.98 ac,2023-12-22, Wicklow,Y14RX25
"Apartment 12, Shanagarry, Milltown, Dublin 6, D06E650",435000,3,2,Apartment,0.5 ac,2023-12-22,Dublin,D06E650
"2 Haven's End, Tragumna, Skibbereen,  Cork, P81AV27",330000,3,2,Detached,84 m²,2023-12-22, Cork,P81AV27
"49 Ballintyre Grove, Ballinteer, Dublin 16, D16T517",395000,2,2,Apartment,44 m²,2023-12-22,Dublin,D16T517
"Portanure, Lough Gowna,  Cavan, H12KH22",120000,2,1,Detached,0.43 ac,2023-12-22, Cavan,H12KH22
"Apartment 14, Bank House, Dublin 8, D08KV05",295000,1,1,Apartment,74 m²,2023-12-22,Dublin,D08KV05
"5 CRAWFORD COURT, Moville,  Donegal, F93KW57",110000,4,3,Terrace,2 ac,2023-12-22, Donegal,F93KW57
"Ronnoc View, Ronnoc View, Killaha West, Kenmare,  Kerry, V93PN29",445000,6,4,Detached,1 ac,2023-12-22, Kerry,V93PN29
"Derrybeg, Derrybeg,  Donegal",40000,1,1,Site,606 m²,2023-12-22, Donegal, Donegal
"Dunmore, Clonakilty,  Cork",175000,3,1,Site,0.89 ac,2023-12-22, Cork, Cork
"Blackwood Lodge, 3 Blackwoods, Blackwood Lane, Malahide,  Dublin, K36PC04",1950000,3,3,Detached,57 m²,2023-12-22, Dublin,K36PC04
"Site at Woodville, Glanmire,  Cork",500000,3,3,Site,1.21 ac,2023-12-22, Cork, Cork
"Caric Duf, Ballinahinch, Ashford,  Wicklow, A67KT98",345000,4,4,Bungalow,1 ac,2023-12-22, Wicklow,A67KT98
"Site For Sale - Subject to PP - Derryloughaun East, Furbo,  Galway",125000,2,3,Site,0.7 ac,2023-12-22, Galway, Galway
"19 Bremore Pastures Drive, Balbriggan,  Dublin, K32XR61",265000,2,1,End of Terrace,72 m²,2023-12-22, Dublin,K32XR61
"23 Ceis Lawns, Keshcarrigan,  Leitrim, N41VE40",105000,4,1,Apartment,82 m²,2023-12-22, Leitrim,N41VE40
"Apartment 18, Newman, The Court Killiney Bay, Station Road, Killiney, Killiney,  Dublin, A96ND60",1395000,2,1,Apartment,75 m²,2023-12-22, Dublin,A96ND60
"Apartment 6, Manor Quarter, Knock,  Mayo, F12F825",140000,1,2,Apartment,8.6 ac,2023-12-22, Mayo,F12F825
"Faheens, Swinford,  Mayo",80000,3,1,Detached,101 m²,2023-12-22, Mayo, Mayo
"1 Sandycove Beach Villas, Owenahincha, Rosscarbery,  Cork, P85DK29",325000,3,1,Semi-D,0.15 ac,2023-12-22, Cork,P85DK29
"Site 15, Deerpark Heights, Charleville,  Cork",70000,1,5,Site,118 m²,2023-12-22, Cork, Cork
"Saint Valentines, 158 Ballygall Road East, Glasnevin, Dublin 11, D11N7V7",535000,6,7,End of Terrace,232 m²,2023-12-22,Dublin,D11N7V7
"Blindharbour View, Tipp, Belmullet,  Mayo, F26H767",280000,4,1,Detached,176 m²,2023-12-22, Mayo,F26H767
"Ard Na Laoi, 15 Westbourne Place, Cobh,  Cork, P24F224",645000,3,1,End of Terrace,95 m²,2023-12-22, Cork,P24F224
"Clonoulty Churchquarter, Cashel,  Tipperary, E25CH04",360000,1,2,Bungalow,1 ac,2023-12-22, Tipperary,E25CH04
"Carysfort House, 10 St Marys Road, Arklow,  Wicklow, Y14X261",265000,3,1,Semi-D,157 m²,2023-12-22, Wicklow,Y14X261
"Apartment 58, 52, Mountjoy Square South, Dublin 1, D01P267",249000,1,1,Apartment,68 m²,2023-12-22,Dublin,D01P267
"Emlaghslat, Dingle,  Kerry, V92E0KV",285000,6,2,Detached,97 m²,2023-12-22, Kerry,V92E0KV
"7 Carraig Dún, Ballymacprior, Killorglin,  Kerry, V93T658",375000,5,4,Detached,2100 m²,2023-12-22, Kerry,V93T658
"Parkmore, Creagh, Ballinasloe, H53TD27",299000,3,2,Bungalow,0.75 ac,2023-12-22,Dublin,H53TD27
"4 Vico Rock, Sorrento Road, Dalkey,  Dublin, A96X023",850000,3,3,Duplex,682 m²,2023-12-22, Dublin,A96X023
"Ballyboy, Upperchurch,  Tipperary, E41C786",345000,5,2,Detached,3.86 ac,2023-12-22, Tipperary,E41C786
"Horsehead House, Passage West,  Cork, T12F971",1950000,2,1,Detached,212 m²,2023-12-22, Cork,T12F971
"9 Douglas West, Douglas,  Cork, T12N7E8",265000,4,2,Terrace,68 m²,2023-12-22, Cork,T12N7E8
"Ardskeabeg, Corofin,  Galway",95000,5,5,Site,0.18 ac,2023-12-22, Galway, Galway
"8 Essmore Cottages, Knocknagoran, Omeath,  Louth, A91H2CY",449000,3,2,Bungalow,125 m²,2023-12-22, Louth,A91H2CY
"5 Beachfront Cottages On C.3 Acres, Carlingford Lough, Carlingford,  Louth, A91W13W",1100000,2,5,Detached,70 m²,2023-12-22, Louth,A91W13W
"5 Willan's Green, Ongar Village, Ongar, Dublin 15, D15W3R2",450000,2,2,Terrace,142 m²,2023-12-22,Dublin,D15W3R2
"Loughanoran, Annagry,  Donegal, F94YV48",229000,5,1,Bungalow,140 m²,2023-12-22, Donegal,F94YV48
"Rathgorragh Lower, Rathdangan,  Wicklow, W91D3H1",295000,2,2,Detached,90 m²,2023-12-22, Wicklow,W91D3H1
"24 Marian Row, Castlebar,  Mayo, F23YE82",179000,3,3,End of Terrace,107 m²,2023-12-22, Mayo,F23YE82
"32 Woodlands Hall, Ratoath,  Meath, A85NH79",275000,2,3,Duplex,170 m²,2023-12-22, Meath,A85NH79
"Esker Lodge, Barrow House, Athy,  Kildare, R14XY56",495000,4,3,Detached,494 m²,2023-12-22, Kildare,R14XY56
"3 Ellistown, Ballyboughal,  Dublin, A41NY19",775000,4,1,Bungalow,0.41 ac,2023-12-22, Dublin,A41NY19
"Mollaneen, Dysert, Ennis,  Clare, V95HE29",40000,4,2,Site,0.5 ac,2023-12-22, Clare,V95HE29
"Clooneen, Hollymount,  Mayo",35000,4,1,Site,0.63 ac,2023-12-22, Mayo, Mayo
"Site with F.P.P, Garrettstown,  Cork",220000,2,4,Site,134 m²,2023-12-22, Cork, Cork
"31 Coolcormuck Valley, Coolcormuck, Dungarvan,  Waterford, X35T973",220000,3,4,Semi-D,5 ac,2023-12-22, Waterford,X35T973
"Breeny Beg, Bantry,  Cork, P75RK85",390000,4,3,Detached,240 m²,2023-12-22, Cork,P75RK85
"Termon More, Castlerea,  Roscommon, F45KX79",150000,3,1,Detached,167 m²,2023-12-22, Roscommon,F45KX79
"Mahananda, Killonan, Castletroy,  Limerick, V94A3WK",750000,4,3,Detached,119 m²,2023-12-22, Limerick,V94A3WK
"Casalingo, Ballylarkin, Inch,  Wexford, Y25KD80",150000,4,1,Detached,93 m²,2023-12-22, Wexford,Y25KD80
"The Little Rock Cottage, Achadh Mór, Largydonnell,  Leitrim, F91HW26",199950,2,1,Detached,90 m²,2023-12-22, Leitrim,F91HW26
"44 Heather Grove, Clara,  Offaly, R35H956",182500,3,2,Bungalow,125 m²,2023-12-22, Offaly,R35H956
"""The Farm"", Caherredmond, Ballinrobe,  Mayo",65000,2,1,Bungalow,66 m²,2023-12-22, Mayo, Mayo
"Apartment 7, Saint Nessan's, Howth, Dublin 13, D13KP20",520000,2,4,Apartment,20 m²,2023-12-22,Dublin,D13KP20
"Castletown Cross, Carlow, Carlow Town,  Carlow, R93R107",395000,5,1,Detached,235 m²,2023-12-22, Carlow,R93R107
"Drum, Knock,  Mayo, F12F892",99000,3,1,Detached,0.75 ac,2023-12-22, Mayo,F12F892
"10 Bellair Close, Bellair Estate, Ballinlough,  Cork, T12PC85",280000,2,1,Apartment,1.2 ac,2023-12-22, Cork,T12PC85
"1 Castlegate, Oliver Plunkett Road, Monkstown,  Dublin, A96YH92",330000,3,1,Apartment,58 m²,2023-12-22, Dublin,A96YH92
"Site With Full Planning Permission, Kealkil, Bantry,  Cork",40000,2,1,Site,0.19 ac,2023-12-22, Cork, Cork
"Coolnagurrane, Skibbereen,  Cork, P81F861",250000,4,3,Detached,75 m²,2023-12-22, Cork,P81F861
"44 Annamoe Drive, Cabra, Phibsborough, Dublin 7, D07KP57",375000,3,1,Terrace,0.56 ac,2023-12-22,Dublin,D07KP57
"Knockadikeen, Loughrea,  Galway",55000,4,4,Site,153 m²,2023-12-22, Galway, Galway
"Tullagubbeen, Castleisland,  Kerry, V92V5W5",260000,2,1,Detached,126 m²,2023-12-22, Kerry,V92V5W5
"Barry, Barry,  Longford, N39P6X7",160000,4,2,Semi-D,206 m²,2023-12-22, Longford,N39P6X7
"Cliff View, Thormanby Road, Howth, Dublin 13, D13K35N",1295000,3,1,Detached,0.71 ac,2023-12-22,Dublin,D13K35N
"19 Clonmult Terrace, Midleton,  Cork, P25Y322",180000,7,4,Terrace,224 m²,2023-12-22, Cork,P25Y322
"65 Fearann Rí, Doughiska, Doughiska,  Galway, H91Y7FR",250000,3,3,End of Terrace,257 m²,2023-12-22, Galway,H91Y7FR
"Aghalenane, Castlebaldwin,  Sligo",62500,3,4,Site,0.5 ac,2023-12-22, Sligo, Sligo
"Main Street, Corofin,  Clare, V95TR26",249000,3,2,Terrace,0.6 ac,2023-12-22, Clare,V95TR26
"3 Hillview, Carnew,  Wicklow, Y14TH63",199000,3,2,Semi-D,102 m²,2023-12-22, Wicklow,Y14TH63
"Clonfert Avenue, Portumna,  Galway, H53C9T0",285000,3,1,Terrace,129 m²,2023-12-22, Galway,H53C9T0
"Belmont, Tuam,  Galway",32500,3,2,Site,0.5 ac,2023-12-22, Galway, Galway
"Pass Cottage, Drumdangan, Glenealy,  Wicklow, A67V099",295000,4,5,Semi-D,204 m²,2023-12-22, Wicklow,A67V099
"Beaulieu, Lackenroe, Glounthaune,  Cork, T45V267",550000,2,2,Detached,136 m²,2023-12-22, Cork,T45V267
"BREAFFY WOODS HOTEL, Breaffy House Resort, Castlebar,  Mayo, F23R599",275000,2,2,Apartment,0.75 ac,2023-12-22, Mayo,F23R599
"BREAFFY WOODS HOTEL, Breaffy House Resort, Breaffy,  Mayo, F23R599",275000,4,2,Apartment,0.5 ac,2023-12-22, Mayo,F23R599
"Beara House, Killyon Hill, Athlone,  Westmeath, N37HX21",365000,1,2,Detached,80 m²,2023-12-22, Westmeath,N37HX21
"GADDYDUFF, Clonmany,  Donegal",300000,4,1,Site,4.74 ac,2023-12-22, Donegal, Donegal
"Meenyvoghane, Brosna,  Kerry, V92VF30",50000,4,1,Detached,296 m²,2023-12-22, Kerry,V92VF30
"The Dales, Cleen, Knockvicar,  Roscommon, F52A096",225000,3,2,Detached,0.5 ac,2023-12-22, Roscommon,F52A096
"Gortnagrace, Castlefin,  Donegal",45000,4,1,Site,1 ac,2023-12-22, Donegal, Donegal
"2 Belvedere Terrace, Mullingar,  Westmeath, N91P5Y8",249950,4,2,Townhouse,115 m²,2023-12-22, Westmeath,N91P5Y8
"null, Leenane,  Galway, H91YA0W",450000,4,3,Detached,279 m²,2023-12-22, Galway,H91YA0W
"18 Woodlands, Clonroche,  Wexford, Y21DV76",270000,5,2,Detached,0.32 ac,2023-12-22, Wexford,Y21DV76
"Inis Fáil, Glencar Scotch, Letterkenny,  Donegal, F92VN2A",500000,3,2,Detached,88 m²,2023-12-22, Donegal,F92VN2A
"Deerpark, Manorhamilton,  Leitrim",79950,3,1,Site,145 m²,2023-12-22, Leitrim, Leitrim
"Knockateemore, Dungarvan,  Waterford, X35X970",450000,3,2,Detached,2.9 ac,2023-12-22, Waterford,X35X970
"1 St Alphonsus Avenue, Drumcondra, Dublin 9, D09FH72",495000,3,1,Detached,0.5 ac,2023-12-22,Dublin,D09FH72
"1 Port, Inver,  Donegal, F94R8E2",299000,5,2,End of Terrace,160 m²,2023-12-22, Donegal,F94R8E2
"Mountain View, Rangue, Killorglin,  Kerry, V93EF88",225000,7,4,Detached,3 ac,2023-12-22, Kerry,V93EF88
"6 Carrickmines Avenue, Carrickmines Wood, Dublin 18, D18WE06",1400000,5,3,Detached,198 m²,2023-12-22,Dublin,D18WE06
"8 Ballymount Cottages, Turnpike Road, Clondalkin, Dublin 22, D22XW64",500000,3,1,Bungalow,100 m²,2023-12-22,Dublin,D22XW64
"Loughaunroe West, Ballyshrule, Portumna,  Galway",50000,1,2,Site,0.65 ac,2023-12-22, Galway, Galway
"Larganmore, Foxford,  Mayo",39000,4,6,Detached,3 ac,2023-12-22, Mayo, Mayo
"Hogans Bar, Main Street, Corofin,  Clare",275000,5,2,Terrace,149 m²,2023-12-22, Clare, Clare
"Archmor, Knock,  Mayo, F12W710",450000,4,4,Detached,259 m²,2023-12-22, Mayo,F12W710
"6 Bracklone Street, Portarlington,  Laois, R32TH27",200000,4,3,Terrace,210 m²,2023-12-22, Laois,R32TH27
"Lear, Baileborough, Bailieborough,  Cavan, A82X938",330000,6,2,Detached,328 m²,2023-12-22, Cavan,A82X938
"Sandfordscourt House, Kilkenny,  Kilkenny, R95W9P7",850000,5,1,Detached,197 m²,2023-12-22, Kilkenny,R95W9P7
"Garbally Demesne, Ballinasloe,  Galway, H53D7X2",349500,4,2,Detached,124 m²,2023-12-22, Galway,H53D7X2
"Ruach, Jenkinstown,  Louth, A91ET3V",300000,4,3,Bungalow,155 m²,2023-12-22, Louth,A91ET3V
"9 The Meadows, Passage West,  Cork, T12Y3XV",380000,5,5,Detached,163 m²,2023-12-22, Cork,T12Y3XV
"Glengar, Kingswell, Tipperary Town,  Tipperary, E34YN29",350000,5,3,Detached,279 m²,2023-12-22, Tipperary,E34YN29
"Casla Lodge, Dromatouk, Kenmare,  Kerry, V93RH73",695000,3,3,Detached,223 m²,2023-12-22, Kerry,V93RH73
"Glounathnaw, Bantry,  Cork, P75XE13",425000,3,1,Detached,0.8 ac,2023-12-22, Cork,P75XE13
"Apartment 5, Bissett's Loft, Malahide,  Dublin, K36XE42",475000,2,2,Apartment,72 m²,2023-12-22, Dublin,K36XE42
"Glenbrook House, On C.3.3 Acres, Priory Road, Delgany,  Wicklow, A63EA26",3250000,7,4,Detached,532 m²,2023-12-22, Wicklow,A63EA26
"1 Adelphi Manor, 40 Georges Street Upper, Dun Laoghaire,  Dublin, A96E294",550000,2,2,Apartment,83 m²,2023-12-22, Dublin,A96E294
"Ballycumber Road, Ferbane,  Offaly, R42WN34",80000,1,1,Detached,123 m²,2023-12-22, Offaly,R42WN34
"10 Trinity Court, Tuam,  Galway, H54YP29",295000,5,2,Semi-D,120 m²,2023-12-22, Galway,H54YP29
"Dereen, Liscannor,  Clare",100000,3,2,Site,0.9 ac,2023-12-22, Clare, Clare
"Skehanagh, Crecora,  Limerick, V94C1WH",195000,4,3,Detached,125 m²,2023-12-22, Limerick,V94C1WH
"Forth Commons, Murrintown,  Wexford, Y35P7D2",425000,4,4,Detached,166 m²,2023-12-22, Wexford,Y35P7D2
"27 Fairways, Westport,  Mayo, F28TD42",339000,3,2,Semi-D,171 m²,2023-12-22, Mayo,F28TD42
"3 Glenwood, Amorset, Manorhamilton,  Leitrim, F91Y9X3",340000,3,2,Detached,165 m²,2023-12-22, Leitrim,F91Y9X3
"Cornerstone House, Kilmacabea, Leap,  Cork, P81F640",265000,5,3,Detached,0.75 ac,2023-12-22, Cork,P81F640
"Lios Na Cri, Oranmore,  Galway",250000,4,2,Site,0.5 ac,2023-12-22, Galway, Galway
"Ardeevin, Church Hill, Wicklow Town,  Wicklow, A67NP83",595000,3,2,Detached,116 m²,2023-12-22, Wicklow,A67NP83
"Townparks, Ballyhaise,  Cavan",50000,4,2,Site,0.42 ac,2023-12-22, Cavan, Cavan
"Kilcorban (Lissanard East), Tynagh, Loughrea,  Galway",30000,3,2,Site,0.84 ac,2023-12-22, Galway, Galway
"Rowan Cottage, Cornaneane, Manorhamilton,  Leitrim, F91HT71",280000,4,4,Detached,0.77 ac,2023-12-22, Leitrim,F91HT71
"63 McHale Road, Castlebar,  Mayo, F23A504",175000,5,5,Terrace,3 ac,2023-12-22, Mayo,F23A504
"Circa 0.766 acre site at Cloonrane, Ballindine,  Mayo",40000,3,1,Site,220 m²,2023-12-22, Mayo, Mayo
"Kilkinlea Upper, Abbeyfeale,  Limerick",110000,3,2,Site,91 m²,2023-12-22, Limerick, Limerick
"Hundredacres West, Caherconlish,  Limerick, V94Y4CA",435000,1,3,Detached,114 m²,2023-12-22, Limerick,V94Y4CA
"Stoneleigh Palmerston Park Dartry Dublin 6, Dartry, Dublin 6, D06F859",1800000,4,3,Semi-D,0.23 ac,2023-12-22,Dublin,D06F859
"UNIT 12B, Marketpoint, Mullingar,  Westmeath, N91FD27",169950,3,2,Detached,46 m²,2023-12-22, Westmeath,N91FD27
"32 Knockaphunta Park, Westport Road, Castlebar,  Mayo, F23AK58",269000,1,1,Detached,79 m²,2023-12-22, Mayo,F23AK58
"Aravon Lodge, Annacrivey, Enniskerry,  Wicklow, A98FW54",295000,4,2,Site,66 m²,2023-12-22, Wicklow,A98FW54
