year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,Yearborn,age,organizationName,organizationCountry,organizationCity
1947,literature,for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight,1,618,Andra Gide,male,1869-11-22,France,Paris,1869,78,,,
1947,peace,for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations,2,509,American Friends Service Committee ,org,1917-00-00,,,1917,30,,,
1947,peace,for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations,2,508,Friends Service Council ,org,1647-00-00,,,1647,300,,,
1947,medicine,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,2,345,Bernardo Houssay,male,1887-4-10,Argentina,Buenos Aires,1887,60,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina,Buenos Aires
1947,medicine,for their discovery of the course of the catalytic conversion of glycogen,4,344,Gerty Cori,female,1896-8-15,Czech Republic,Prague,1896,51,Washington University,USA,St. Louis MO
1947,medicine,for their discovery of the course of the catalytic conversion of glycogen,4,343,Carl Cori,male,1896-12-5,Czech Republic,Prague,1896,51,Washington University,USA,St. Louis MO
1947,chemistry,for his investigations on plant products of biological importance especially the alkaloids,1,207,Sir Robert Robinson,male,1886-9-13,United Kingdom,Rufford near Chesterfield,1886,61,University of Oxford,United Kingdom,Oxford
1947,physics,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,1,52,Edward V. Appleton,male,1892-9-6,United Kingdom,Bradford,1892,55,Department of Scientific and Industrial Research,United Kingdom,London
1946,literature,for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style,1,617,Hermann Hesse,male,1877-7-2,Germany,Calw,1877,69,,,
1946,peace,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,2,507,John R. Mott,male,1865-5-25,USA,Livingston Manor NY,1865,81,,,
1946,peace,for her lifelong work for the cause of peace,2,506,Emily Greene Balch,female,1867-1-8,USA,Boston MA,1867,79,,,
1946,medicine,for the discovery of the production of mutations by means of X-ray irradiation,1,342,Hermann J. Muller,male,1890-12-21,USA,New York NY,1890,56,Indiana University,USA,Bloomington IN
1946,chemistry,for their preparation of enzymes and virus proteins in a pure form,4,206,Wendell M. Stanley,male,1904-8-16,USA,Ridgeville IN,1904,42,Rockefeller Institute for Medical Research,USA,Princeton NJ
1946,chemistry,for their preparation of enzymes and virus proteins in a pure form,4,205,John H. Northrop,male,1891-7-5,USA,Yonkers NY,1891,55,Rockefeller Institute for Medical Research,USA,Princeton NJ
1946,chemistry,for his discovery that enzymes can be crystallized,2,204,James B. Sumner,male,1887-11-19,USA,Canton MA,1887,59,Cornell University,USA,Ithaca NY
1946,physics,for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics,1,51,Percy W. Bridgman,male,1882-4-21,USA,Cambridge MA,1882,64,Harvard University,USA,Cambridge MA
1945,literature,for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world,1,615,Gabriela Mistral,female,1889-4-7,Chile,Vicuaa,1889,56,,,
1945,peace,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,1,505,Cordell Hull,male,1871-10-2,USA,Olympus TN,1871,74,,,
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,3,341,Sir Howard Florey,male,1898-9-24,Australia,Adelaide,1898,47,University of Oxford,United Kingdom,Oxford
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,3,340,Ernst B. Chain,male,1906-6-19,Germany,Berlin,1906,39,University of Oxford,United Kingdom,Oxford
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,3,339,Sir Alexander Fleming,male,1881-8-6,Scotland,Lochfield,1881,64,London University,United Kingdom,London
1945,chemistry,for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method,1,203,Artturi Virtanen,male,1895-1-15,Finland,Helsinki,1895,50,University of Helsinki,Finland,Helsinki
1945,physics,for the discovery of the Exclusion Principle also called the Pauli Principle,1,50,Wolfgang Pauli,male,1900-4-25,Austria,Vienna,1900,45,Princeton University,USA,Princeton NJ
1944,chemistry,for his discovery of the fission of heavy nuclei,1,202,Otto Hahn,male,1879-3-8,Germany,Frankfurt-on-the-Main,1879,65,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem
1944,literature,for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style,1,614,Johannes V. Jensen,male,1873-1-20,Denmark,Farso,1873,71,,,
1944,peace,for the great work it has performed during the war on behalf of humanity,1,482,International Committee of the Red Cross ,org,1863-00-00,,,1863,81,,,
1944,medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,2,338,Herbert S. Gasser,male,1888-7-5,USA,Platteville WI,1888,56,Rockefeller Institute for Medical Research,USA,New York NY
1944,medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,2,337,Joseph Erlanger,male,1874-1-5,USA,San Francisco CA,1874,70,Washington University,USA,St. Louis MO
1944,physics,for his resonance method for recording the magnetic properties of atomic nuclei,1,49,Isidor Isaac Rabi,male,1898-7-29,Poland,Rymanow,1898,46,Columbia University,USA,New York NY
1943,medicine,for his discovery of the chemical nature of vitamin K,2,336,Edward A. Doisy,male,1893-11-13,USA,Hume IL,1893,50,Saint Louis University,USA,St. Louis MO
1943,medicine,for his discovery of vitamin K,2,335,Henrik Dam,male,1895-2-21,Denmark,Copenhagen,1895,48,Polytechnic Institute,Denmark,Copenhagen
1943,chemistry,for his work on the use of isotopes as tracers in the study of chemical processes,1,201,George de Hevesy,male,1885-8-1,Hungary,Budapest,1885,58,Stockholm University,Sweden,Stockholm
1943,physics,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,1,48,Otto Stern,male,1888-2-17,Poland,Zory,1888,55,Carnegie Institute of Technology,USA,Pittsburgh PA
1939,chemistry,for his work on polymethylenes and higher terpenes,2,200,Leopold Ruzicka,male,1887-9-13,Croatia,Vukovar,1887,52,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich
1939,chemistry,for his work on sex hormones,2,199,Adolf Butenandt,male,1903-3-24,Germany,Bremerhaven-Lehe,1903,36,Kaiser Wilhelm Institute (now Max Planck Institute) for Biochemistry,Germany,Berlin-Dahlem
1939,literature,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,1,613,Frans Eemil Sillanpaa,male,1888-9-16,Finland,Hameenkyro,1888,51,,,
1939,medicine,for the discovery of the antibacterial effects of prontosil,1,334,Gerhard Domagk,male,1895-10-30,Poland,Lagow,1895,44,Munster University,Germany,Munster
1939,physics,for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements,1,47,Ernest Lawrence,male,1901-8-8,USA,Canton SD,1901,38,University of California,USA,Berkeley CA
1938,chemistry,for his work on carotenoids and vitamins,1,198,Richard Kuhn,male,1900-12-3,Austria,Vienna,1900,38,Kaiser Wilhelm Institute (now Max Planck Institute) for Medical Research,Germany,Heidelberg
1938,literature,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,1,610,Pearl Buck,female,1892-6-26,USA,Hillsboro WV,1892,46,,,
1938,peace,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,1,503,Nansen International Office for Refugees ,org,,,,,,,,
1938,medicine,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,1,333,Corneille Heymans,male,1892-3-28,Belgium,Ghent,1892,46,Ghent University,Belgium,Ghent
1938,physics,for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons,1,46,Enrico Fermi,male,1901-9-29,Italy,Rome,1901,37,Rome University,Italy,Rome
1937,literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,1,609,Roger Martin du Gard,male,1881-3-23,France,Neuilly sur Seine,1881,56,,,
1937,peace,for his tireless effort in support of the League of Nations disarmament and peace,1,502,Robert Cecil,male,1864-9-14,United Kingdom,London,1864,73,,,
1937,medicine,for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid,1,332,Albert Szent Gyorgyi,male,1893-9-16,Hungary,Budapest,1893,44,Szeged University,Hungary,Szeged
1937,chemistry,for his investigations on carotenoids flavins and vitamins A and B2,2,197,Paul Karrer,male,1889-4-21,Russia,Moscow,1889,48,University of Zurich,Switzerland,Zurich
1937,chemistry,for his investigations on carbohydrates and vitamin C,2,196,Norman Haworth,male,1883-3-19,United Kingdom,Chorley,1883,54,Birmingham University,United Kingdom,Birmingham
1937,physics,for their experimental discovery of the diffraction of electrons by crystals,2,45,George Paget Thomson,male,1892-5-3,United Kingdom,Cambridge,1892,45,London University,United Kingdom,London
1937,physics,for their experimental discovery of the diffraction of electrons by crystals,2,44,Clinton Davisson,male,1881-10-22,USA,Bloomington IL,1881,56,Bell Telephone Laboratories,USA,New York NY
1936,literature,for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy,1,608,Eugene O'Neill,male,1888-10-16,USA,New York NY,1888,48,,,
1936,peace,for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935,1,501,Carlos Saavedra Lamas,male,1878-11-1,Argentina,Buenos Aires,1878,58,,,
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,2,331,Otto Loewi,male,1873-6-3,Germany,Frankfurt-on-the-Main,1873,63,Graz University,Austria,Graz
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,2,330,Sir Henry Dale,male,1875-6-9,United Kingdom,London,1875,61,National Institute for Medical Research,United Kingdom,London
1936,chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,1,195,Peter Debye,male,1884-3-24,the Netherlands,Maastricht,1884,52,Berlin University,Germany,Berlin
1936,physics,for his discovery of the positron,2,43,Carl D. Anderson,male,1905-9-3,USA,New York NY,1905,31,California Institute of Technology (Caltech),USA,Pasadena CA
1936,physics,for his discovery of cosmic radiation,2,42,Victor F. Hess,male,1883-6-24,Austria,Peggau,1883,53,Innsbruck University,Austria,Innsbruck
1935,chemistry,in recognition of their synthesis of new radioactive elements,2,194,Irene Joliot-Curie,female,1897-9-12,France,Paris,1897,38,Institut du Radium,France,Paris
1935,peace,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,1,500,Carl von Ossietzky,male,1889-10-3,Germany,Hamburg,1889,46,,,
1935,medicine,for his discovery of the organizer effect in embryonic development,1,329,Hans Spemann,male,1869-6-27,Germany,Stuttgart,1869,66,University of Freiburg im Breisgau,Germany,Breisgau
1935,chemistry,in recognition of their synthesis of new radioactive elements,2,193,Frederic Joliot,male,1900-3-19,France,Paris,1900,35,Institut du Radium,France,Paris
1935,physics,for the discovery of the neutron,1,41,James Chadwick,male,1891-10-20,United Kingdom,Manchester,1891,44,Liverpool University,United Kingdom,Liverpool
1934,literature,for his bold and ingenious revival of dramatic and scenic art,1,607,Luigi Pirandello,male,1867-6-28,Italy,Agrigento Sicily,1867,67,,,
1934,peace,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,1,499,Arthur Henderson,male,1863-9-13,Scotland,Glasgow,1863,71,,,
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,3,328,William P. Murphy,male,1892-2-6,USA,Stoughton WI,1892,42,Harvard University,USA,Cambridge MA
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,3,327,George R. Minot,male,1885-12-2,USA,Boston MA,1885,49,Harvard University,USA,Cambridge MA
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,3,326,George H. Whipple,male,1878-8-28,USA,Ashland NH,1878,56,University of Rochester,USA,Rochester NY
1934,chemistry,for his discovery of heavy hydrogen,1,192,Harold C. Urey,male,1893-4-29,USA,Walkerton IN,1893,41,Columbia University,USA,New York NY
1933,literature,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,1,606,Ivan Bunin,male,1870-10-22,Russia,Voronezh,1870,63,,,
1933,peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,1,498,Sir Norman Angell,male,1872-12-26,United Kingdom,Holbeach,1872,61,,,
1933,medicine,for his discoveries concerning the role played by the chromosome in heredity,1,325,Thomas H. Morgan,male,1866-9-25,USA,Lexington KY,1866,67,California Institute of Technology (Caltech),USA,Pasadena CA
1933,physics,for the discovery of new productive forms of atomic theory,2,40,Paul A.M. Dirac,male,1902-8-8,United Kingdom,Bristol,1902,31,University of Cambridge,United Kingdom,Cambridge
1933,physics,for the discovery of new productive forms of atomic theory,2,39,Erwin Schradinger,male,1887-8-12,Austria,Vienna,1887,46,Berlin University,Germany,Berlin
1932,physics,for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen,1,38,Werner Heisenberg,male,1901-12-5,Germany,Wurzburg,1901,31,Leipzig University,Germany,Leipzig
1932,literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,1,605,John Galsworthy,male,1867-8-14,United Kingdom,Kingston Hill,1867,65,,,
1932,medicine,for their discoveries regarding the functions of neurons,2,324,Edgar Adrian,male,1889-11-30,United Kingdom,London,1889,43,University of Cambridge,United Kingdom,Cambridge
1932,medicine,for their discoveries regarding the functions of neurons,2,323,Sir Charles Sherrington,male,1857-11-27,United Kingdom,London,1857,75,University of Oxford,United Kingdom,Oxford
1932,chemistry,for his discoveries and investigations in surface chemistry,1,191,Irving Langmuir,male,1881-1-31,USA,Brooklyn NY,1881,51,General Electric Company,USA,Schenectady NY
1931,medicine,for his discovery of the nature and mode of action of the respiratory enzyme,1,322,Otto Warburg,male,1883-10-8,Germany,Freiburg im Breisgau,1883,48,Kaiser Wilhelm Institute (now Max Planck Institute) for Biology,Germany,Berlin-Dahlem
1931,literature,The poetry of Erik Axel Karlfeldt,1,604,Erik Axel Karlfeldt,male,1864-7-20,Sweden,Karlbo,1864,67,,,
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,2,497,Nicholas Murray Butler,male,1862-4-2,USA,Elizabeth NJ,1862,69,Columbia University,USA,New York NY
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,2,496,Jane Addams,female,1860-9-6,USA,Cedarville IL,1860,71,,,
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,2,190,Friedrich Bergius,male,1884-10-11,Poland,Goldschmieden near Breslau,1884,47,University of Heidelberg,Germany,Heidelberg
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,2,189,Carl Bosch,male,1874-8-27,Germany,Cologne,1874,57,University of Heidelberg,Germany,Heidelberg
1930,peace,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',1,495,Nathan Soderblom,male,1866-1-15,Sweden,Trono,1866,64,,,
1930,literature,for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters,1,603,Sinclair Lewis,male,1885-2-7,USA,Sauk Centre MN,1885,45,,,
1930,medicine,for his discovery of human blood groups,1,321,Karl Landsteiner,male,1868-6-14,Austria,Vienna,1868,62,Rockefeller Institute for Medical Research,USA,New York NY
1930,chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,1,188,Hans Fischer,male,1881-7-27,Germany,Hoechst,1881,49,Technische Hochschule (Institute of Technology),Germany,Munich
1930,physics,for his work on the scattering of light and for the discovery of the effect named after him,1,37,Sir Chandrasekhara Venkata Raman,male,1888-11-7,India,Tiruchirappalli,1888,42,Calcutta University,India,Calcutta
1929,physics,for his discovery of the wave nature of electrons,1,36,Louis de Broglie,male,1892-8-15,France,Dieppe,1892,37,"Sorbonne University, Henri Poincare Institute",France,Paris
1929,literature,principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature,1,602,Thomas Mann,male,1875-6-6,Germany,Lubeck,1875,54,,,
1929,peace,for his crucial role in bringing about the Briand-Kellogg Pact,1,494,Frank B. Kellogg,male,1856-12-22,USA,Potsdam NY,1856,73,,,
1929,medicine,for his discovery of the growth-stimulating vitamins,2,320,Sir Frederick Hopkins,male,1861-6-20,United Kingdom,Eastbourne,1861,68,University of Cambridge,United Kingdom,Cambridge
1929,medicine,for his discovery of the antineuritic vitamin,2,319,Christiaan Eijkman,male,1858-8-11,the Netherlands,Nijkerk,1858,71,Utrecht University,the Netherlands,Utrecht
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,2,187,Hans von Euler-Chelpin,male,1873-2-15,Germany,Augsburg,1873,56,Stockholm University,Sweden,Stockholm
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,2,186,Arthur Harden,male,1865-10-12,United Kingdom,Manchester,1865,64,London University,United Kingdom,London
1928,chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,1,185,Adolf Windaus,male,1876-12-25,Germany,Berlin,1876,52,Goettingen University,Germany,Gottingen
1928,literature,principally for her powerful descriptions of Northern life during the Middle Ages,1,601,Sigrid Undset,female,1882-5-20,Denmark,Kalundborg,1882,46,,,
1928,medicine,for his work on typhus,1,318,Charles Nicolle,male,1866-9-21,France,Rouen,1866,62,Institut Pasteur,Tunisia,Tunis
1928,physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,1,35,Owen Willans Richardson,male,1879-4-26,United Kingdom,Dewsbury,1879,49,London University,United Kingdom,London
1927,literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,1,600,Henri Bergson,male,1859-10-18,France,Paris,1859,68,,,
1927,peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,2,493,Ludwig Quidde,male,1858-3-23,Germany,Bremen,1858,69,,,
1927,peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,2,492,Ferdinand Buisson,male,1841-12-20,France,Paris,1841,86,,,
1927,medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,1,317,Julius Wagner-Jauregg,male,1857-3-7,Austria,Wels,1857,70,Vienna University,Austria,Vienna
1927,chemistry,for his investigations of the constitution of the bile acids and related substances,1,184,Heinrich Wieland,male,1877-6-4,Germany,Pforzheim,1877,50,Munich University,Germany,Munich
1927,physics,for his method of making the paths of electrically charged particles visible by condensation of vapour,2,34,C.T.R. Wilson,male,1869-2-14,Scotland,Glencorse,1869,58,University of Cambridge,United Kingdom,Cambridge
1927,physics,for his discovery of the effect named after him,2,33,Arthur H. Compton,male,1892-9-10,USA,Wooster OH,1892,35,University of Chicago,USA,Chicago IL
1926,chemistry,for his work on disperse systems,1,183,The Svedberg,male,1884-8-30,Sweden,Flerang,1884,42,Uppsala University,Sweden,Uppsala
1926,literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,1,597,Grazia Deledda,female,1871-9-27,Italy,Nuoro Sardinia,1871,55,,,
1926,peace,for their crucial role in bringing about the Locarno Treaty,2,491,Gustav Stresemann,male,1878-5-10,Germany,Berlin,1878,48,,,
1926,peace,for their crucial role in bringing about the Locarno Treaty,2,490,Aristide Briand,male,1862-3-28,France,Nantes,1862,64,,,
1926,medicine,for his discovery of the Spiroptera carcinoma,1,316,Johannes Fibiger,male,1867-4-23,Denmark,Silkeborg,1867,59,Copenhagen University,Denmark,Copenhagen
1926,physics,for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium,1,32,Jean Baptiste Perrin,male,1870-9-30,France,Lille,1870,56,Sorbonne University,France,Paris
1925,chemistry,for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry,1,182,Richard Zsigmondy,male,1865-4-1,Austria,Vienna,1865,60,Goettingen University,Germany,Gottingen
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,2,30,James Franck,male,1882-8-26,Germany,Hamburg,1882,43,Goettingen University,Germany,Gottingen
1925,literature,for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty,1,596,George Bernard Shaw,male,1856-7-26,Ireland,Dublin,1856,69,,,
1925,peace,for his crucial role in bringing about the Dawes Plan,2,489,Charles G. Dawes,male,1865-8-27,USA,Marietta OH,1865,60,,,
1925,peace,for his crucial role in bringing about the Locarno Treaty,2,488,Sir Austen Chamberlain,male,1863-10-16,United Kingdom,Birmingham,1863,62,,,
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,2,31,Gustav Hertz,male,1887-7-22,Germany,Hamburg,1887,38,Halle University,Germany,Halle
1924,physics,for his discoveries and research in the field of X-ray spectroscopy,1,29,Manne Siegbahn,male,1886-12-3,Sweden,Orebro,1886,38,Uppsala University,Sweden,Uppsala
1924,literature,for his great national epic <I>The Peasants</I>,1,594,Wladyslaw Reymont,male,1867-5-7,Poland,Kobiele Wielkie,1867,57,,,
1924,medicine,for his discovery of the mechanism of the electrocardiogram,1,315,Willem Einthoven,male,1860-5-21,Indonesia,Semarang,1860,64,Leiden University,the Netherlands,Leiden
1923,literature,for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation,1,593,William Butler Yeats,male,1865-6-13,Ireland,Dublin,1865,58,,,
1923,medicine,for the discovery of insulin,2,314,John Macleod,male,1876-9-6,Scotland,Cluny,1876,47,University of Toronto,Canada,Toronto
1923,medicine,for the discovery of insulin,2,313,Frederick G. Banting,male,1891-11-14,Canada,Alliston,1891,32,University of Toronto,Canada,Toronto
1923,chemistry,for his invention of the method of micro-analysis of organic substances,1,181,Fritz Pregl,male,1869-9-3,Slovenia,Ljubljana,1869,54,Graz University,Austria,Graz
1923,physics,for his work on the elementary charge of electricity and on the photoelectric effect,1,28,Robert A. Millikan,male,1868-3-22,USA,Morrison IL,1868,55,California Institute of Technology (Caltech),USA,Pasadena CA
1922,literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,1,592,Jacinto Benavente,male,1866-8-12,Spain,Madrid,1866,56,,,
1922,peace,for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees,1,487,Fridtjof Nansen,male,1861-10-10,Norway,Oslo,1861,61,,,
1922,medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,2,312,Otto Meyerhof,male,1884-4-12,Germany,Hanover,1884,38,Kiel University,Germany,Kiel
1922,medicine,for his discovery relating to the production of heat in the muscle,2,311,Archibald V. Hill,male,1886-9-26,United Kingdom,Bristol,1886,36,London University,United Kingdom,London
1922,chemistry,for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule,1,180,Francis W. Aston,male,1877-9-1,United Kingdom,Harborne,1877,45,University of Cambridge,United Kingdom,Cambridge
1922,physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,1,27,Niels Bohr,male,1885-10-7,Denmark,Copenhagen,1885,37,Copenhagen University,Denmark,Copenhagen
1921,physics,for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect,1,26,Albert Einstein,male,1879-3-14,Germany,Ulm,1879,42,Kaiser Wilhelm Institute (now Max Planck Institute) for Physics,Germany,Berlin
1921,literature,in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament,1,590,Anatole France,male,1844-4-16,France,Paris,1844,77,,,
1921,peace,for their lifelong contributions to the cause of peace and organized internationalism,2,486,Christian Lange,male,1869-9-17,Norway,Stavanger,1869,52,,,
1921,peace,for their lifelong contributions to the cause of peace and organized internationalism,2,485,Hjalmar Branting,male,1860-11-23,Sweden,Stockholm,1860,61,,,
1921,chemistry,for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes,1,179,Frederick Soddy,male,1877-9-2,United Kingdom,Eastbourne,1877,44,University of Oxford,United Kingdom,Oxford
1920,peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,1,484,Leon Bourgeois,male,1851-5-21,France,Paris,1851,69,,,
1920,physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,1,25,Charles Edouard Guillaume,male,1861-2-15,Switzerland,Fleurier,1861,59,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),France,Sevres
1920,medicine,for his discovery of the capillary motor regulating mechanism,1,310,August Krogh,male,1874-11-15,Denmark,Grenaa,1874,46,Copenhagen University,Denmark,Copenhagen
1920,chemistry,in recognition of his work in thermochemistry,1,178,Walther Nernst,male,1864-6-25,Poland,Wabrzezno,1864,56,Berlin University,Germany,Berlin
1920,literature,for his monumental work <I>Growth of the Soil</I>,1,589,Knut Hamsun,male,1859-8-4,Norway,Lom,1859,61,,,
1919,literature,in special appreciation of his epic <I>Olympian Spring</I>,1,588,Carl Spitteler,male,1845-4-24,Switzerland,Liestal,1845,74,,,
1919,peace,for his role as founder of the League of Nations,1,483,Woodrow Wilson,male,1856-12-28,USA,Staunton VA,1856,63,,,
1919,medicine,for his discoveries relating to immunity,1,309,Jules Bordet,male,1870-6-13,Belgium,Soignies,1870,49,Brussels University,Belgium,Brussels
1919,physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,1,24,Johannes Stark,male,1874-4-15,Germany,Schickenhof,1874,45,Greifswald University,Germany,Greifswald
1918,chemistry,for the synthesis of ammonia from its elements,1,177,Fritz Haber,male,1868-12-9,Poland,Wroclaw,1868,50,Kaiser Wilhelm Institute (now Fritz Haber Institute) for Physical Chemistry and Electrochemistry,Germany,Berlin-Dahlem
1918,physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,1,23,Max Planck,male,1858-4-23,Germany,Kiel,1858,60,Berlin University,Germany,Berlin
1917,literature,for his authentic descriptions of present-day life in Denmark,2,587,Henrik Pontoppidan,male,1857-7-24,Denmark,Fredericia,1857,60,,,
1917,literature,for his varied and rich poetry which is inspired by lofty ideals,2,586,Karl Gjellerup,male,1857-6-2,Denmark,Roholte,1857,60,,,
1917,peace,for the efforts to take care of wounded soldiers and prisoners of war and their families,1,482,International Committee of the Red Cross ,org,,,,,,,,
1917,physics,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,1,22,Charles Glover Barkla,male,1877-6-7,United Kingdom,Widnes,1877,40,Edinburgh University,United Kingdom,Edinburgh
1916,literature,in recognition of his significance as the leading representative of a new era in our literature,1,585,Verner von Heidenstam,male,1859-7-6,Sweden,Olshammar,1859,57,,,
1915,chemistry,for his researches on plant pigments especially chlorophyll,1,176,Richard Willstatter,male,1872-8-13,Germany,Karlsruhe,1872,43,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem
1915,literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,1,584,Romain Rolland,male,1866-1-29,France,Clamecy,1866,49,,,
1915,physics,for their services in the analysis of crystal structure by means of X-rays,2,21,Lawrence Bragg,male,1890-3-31,Australia,Adelaide,1890,25,Victoria University,United Kingdom,Manchester
1915,physics,for their services in the analysis of crystal structure by means of X-rays,2,20,William Bragg,male,1862-7-2,United Kingdom,Wigton,1862,53,University College,United Kingdom,London
1914,medicine,for his work on the physiology and pathology of the vestibular apparatus,1,308,Robert Barany,male,1876-4-22,Austria,Vienna,1876,38,Vienna University,Austria,Vienna
1914,chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,1,175,Theodore W. Richards,male,1868-1-31,USA,Germantown PA,1868,46,Harvard University,USA,Cambridge MA
1914,physics,for his discovery of the diffraction of X-rays by crystals,1,19,Max von Laue,male,1879-10-9,Germany,Pfaffendorf,1879,35,Frankfurt-on-the-Main University,Germany,Frankfurt-on-the-Main
